collection||الجامع الصغير
hadith|292|أخروا الأحمال، فإن الأيدي مغلقة، والأرجل موثقة
hadith|293|أخرجوا منديل الغمر من بيوتكم، فإنه مبيت الخبيث ومجلسه
hadith|294|أخسر الناس صفقة رجل أخلق يديه في آماله، ولم تساعده الأيام على أمنيته، فخرج من الدنيا بغير زاد، وقدم على الله تعالى بغير حجة
hadith|295|أخشى ما خشيت على أمتي كبر البطن، ومداومة النوم، والكسل، وضعف اليقين
hadith|296|اخضبوا لحاكم، فإن الملائكة تستبشر بخضاب المؤمن
hadith|297|اخفضي ولا تنهكي، فإنه أنضر للوجه، وأحظى عند الزوج
hadith|298|أخلص دينك يكفك القليل من العمل
hadith|299|أخلصوا أعمالكم لله فإن الله لا يقبل إلا ما خلص له
hadith|300|أخلصوا عبادة الله تعالى، وأقيموا خمسكم، وأدوا زكاة أموالكم طيبة بها أنفسكم، وصوموا شهركم، وحجوا بيتكم، تدخلوا جنة ربكم
hadith|301|اخلعوا نعالكم عند الطعام، فإنها سنة جميلة
hadith|302|اخلفوني في أهل بيتي
hadith|303|أخنع الأسماء عند الله يوم القيامة رجل تسمى " ملك الأملاك " لا مالك إلا الله
hadith|304|إخوانكم خولكم، جعلهم الله قنية تحت أيديكم، فمن كان أخوه تحت يده فليطعمه من طعامه، وليلبسه من لباسه، ولا يكلفه ما يغلبه، فإن كلفه ما يغلبه فليعنه
hadith|305|أخوف ما أخاف على أمتي كل منافق عليم اللسان
hadith|306|أخوف ما أخاف على أمتي الهوى وطول الأمل
hadith|307|أخوك البكري، ولا تأمنه
hadith|308|أد الأمانة إلى من ائتمنك، ولا تخن من خانك
hadith|309|أد ما افترض الله تعالى عليك تكن من أعبد الناس، واجتنب ما حرم الله عليك تكن من أورع الناس، وارض بما قسمه الله لك تكن من أغنى الناس
hadith|310|أدبني ربي فأحسن تأديبي
hadith|311|أدبوا أولادكم على ثلاث خصال: حب نبيكم، وحب أهل بيته، وقراءة القرآن، فإن حملة القرآن في ظل الله يوم لا ظل إلا ظله مع أنبيائه وأصفيائه
hadith|312|أدخل الله الجنة رجلا كان سهلا: مشتريا، وبائعا، وقاضيا، ومقتضيا
hadith|313|ادرأوا الحدود عن المسلمين ما استطعتم، فإن وجدتم للمسلم مخرجا فخلوا سبيله: فإن الإمام لأن يخطئ في العفو خير من أن يخطئ في العقوبة
hadith|314|ادرأوا الحدود بالشبهات، وأقيلوا الكرام عثراتهم، إلا في حد من حدود الله تعالى
hadith|315|ادرأوا الحدود، ولا ينبغي للإمام تعطيل الحدود
hadith|316|ادعوا الله وأنتم موقنون بالإجابة، واعلموا أن الله لا يستجيب دعاء من قلب غافل لاه
hadith|317|ادفعوا الحدود عن عباد الله ما وجدتم لها مدفعا
hadith|318|ادفنوا موتاكم وسط قوم صالحين، فإن الميت يتأذى بجار السوء كما يتأذى الحي بجار السوء
hadith|319|ادفنوا القتلى في مصارعهم
hadith|320|أدمان في إناء: لا آكله ولا أحرمه
hadith|321|أدن العظم من فيك، فإنه أهنأ وأمرأ
hadith|322|أدنى ما تقطع فيه يد السارق ثمن المجن
hadith|323|أدنى أهل النار عذابا ينتعل بنعلين من نار يغلي دماغه من حرارة نعليه
hadith|324|أدنى أهل الجنة منزلة الذي له ثمانون ألف خادم، واثنتان وسبعون زوجة، وتنصب له قبة فيه من لؤلؤ وزبرجد وياقوت كما بين الجابية وصنعاء
hadith|325|أدنى جبذات الموت بمنزلة مائة ضربة بالسيف
hadith|326|أدوا صاعا من طعام في الفطر
hadith|327|أدوا حق المجالس: اذكروا الله كثيرا، وارشدوا السبيل، وغضوا الأبصار
hadith|328|أدوا العزائم، واقبلوا الرخص، ودعوا الناس فقد كفيتموهم
hadith|329|أديموا الحج والعمرة، فإنهما ينفيان الفقر والذنوب كما ينفي الكير خبث الحديد
hadith|330|إذا آتاك الله مالا فلير أثر نعمة الله عليك وكرامته
hadith|331|إذا آتاك الله مالا فلير عليك، فإن الله يحب أن يرى أثره على عبده حسنا، ولا يحب البؤس ولا التباؤس
hadith|332|إذا آخى الرجل الرجل فليسأله عن: اسمه واسم أبيه، وممن هو، فإنه أوصل للمودة
hadith|333|إذا آخيت رجلا فسله عن اسمه، واسم أبيه، فإن كان غائبا حفظته، وإن كان مريضا عدته وإن مات شهدته
hadith|334|إذا آمنك الرجل على دمه فلا تقتله
hadith|335|إذا ابتغيتم المعروف فاطلبوه عند حسان الوجوه
hadith|336|إذا ابتلي أحدكم بالقضاء بين المسلمين فلا يقض: هو غضبان، وليسو بينهم في النظر، والمجلس والإشارة
hadith|337|إذا أبردتم إلي بريدا فابعثوه حسن الوجه، حسن الاسم
hadith|338|إذا أبق العبد لم تقبل له صلاة
hadith|339|إذا أتى أحدكم أهله ثم أراد أن يعود، فليتوضأ
hadith|340|إذا أتى أحدكم أهله فليستتر ولا يتجردان تجرد العيرين
hadith|341|إذا أتى الرجل القوم فقالوا له: مرحبا، فمرحبا به يوم القيامة يوم يلقى ربه وإذا أتى الرجل القوم فقالوا له: قحطا فقحطا له يوم القيامة
hadith|342|إذا أتى أحدكم الغائط فلا يستقبل القبلة، ولا يولها ظهره ولكن شرقوا أو غربوا
hadith|343|إذا أتى علي يوم لا أزداد فيه علما يقربني إلى الله تعالى فلا بورك لي في طلوع شمس ذلك اليوم
hadith|344|إذا أتى أحدكم خادمه بطعامه قد كفاه علاجه ودخانه فليجلسه معه، فإن لم يجلسه معه فليناوله أكلة أو أكلتين
hadith|345|إذا أتاكم كريم قوم فأكرموه
hadith|346|إذا أتاكم الزائر فأكرموه
hadith|347|إذا أتاكم من ترضون خلقه ودينه فزوجوه، إن لا تفعلوا تكن فتنة في الأرض وفساد عريض
hadith|348|إذا أتاكم السائل فضعوا في يده ولو ظلفا محرقا
hadith|349|إذا اتسع الثوب فتعطف به على منكبيك ثم صل، وإن ضاق عن ذلك فشد به حقوك ثم صل بغير رداء
hadith|350|إذا أثنى عليك جيرانك أنك محسن فأنت محسن، وإذا أثنى عليك جيرانك أنك مسئ فأنت مسئ
hadith|351|إذا اجتمع الداعيان فأجب أقربهما بابا، فإن أقربهما بابا أقربهما جوارا، وإن سبق أحدهما فأجب الذي سبق
hadith|352|إذا اجتمع العالم والعابد عن الصراط قيل للعابد: أدخل الجنة، وتنعم بعبادتك، وقيل للعالم: قف هنا فاشفع لمن أحببت فإنك لا تشفع لأحد إلا شفعت، فقام مقام الأنبياء
hadith|353|إذا أحب الله عبدا ابتلاه ليسمع تضرعه
hadith|354|إذا أحب الله قوما ابتلاهم
hadith|355|إذا أحب الله عبدا حماه من الدنيا كما يحمي أحدكم سقيمه الماء
hadith|356|إذا أحب الله عبدا قذف حبه في قلوب الملائكة، وإذا أبغض الله عبدا قذف بغضه في قلوب الملائكة ثم يقذفه في قلوب الآدميين
hadith|357|إذا أحب أحدكم أخاه فليعلمه أنه يحبه
hadith|358|إذا أحب أحدكم صاحبه فليأته في منزله فليخبره أنه يحبه لله
hadith|359|إذا أحب أحدكم عبدا فليخبره فإنه يجد مثل الذي يجد له
hadith|360|إذا أحب أحدكم أن يحدث ربه فليقرأ القرآن
hadith|361|إذا أحببت رجلا فلا تماره، ولا تشاره، ولا تسأل عنه أحدا، فعسى أن توفي له عدوا، فيخبرك بما ليس فيه، فيفرق بينك وبينه
hadith|362|إذا أحببتم أن تعلموا ما للعبد عند ربه، فانظروا ما يتبعه من الثناء
hadith|363|إذا أحدث أحدكم في صلاته، فليأخذ بأنفه، ثم لينصرف
hadith|364|إذا أحسن الرجل الصلاة فأتم ركوعها وسجودها قالت الصلاة: حفظك الله كما حفظتني، فترفع، وإذا أساء الصلاة فلم يتم ركوعها وسجودها قالت الصلاة: ضيعك الله كما ضيعتني، فتلف كما يلف الثوب الخلق، فيضرب بها وجهه
hadith|365|إذا اختلفتم في الطريق، فاجعلوه سبعة أذرع
hadith|366|إذا أخذ المؤذن في أذانه وضع الرب يده فوق رأسه، فلا يزال كذلك حتى يفرغ من أذانه، وإنه ليغفر له مد صوته، فإذا فرغ قال الرب: صدق عبدي، وشهدت بشهادة الحق، فأبشر
